"Identifier","Context","Source string","Translation"
"GLZD119TO","System","Judging by his face, Coach Oleander's been through a lot. I'm sure he'll have tons of stuff to teach me.","Judging by his face, Coach Oleander's been through a lot. I'm sure he'll have tons of stuff to teach me."
"GLZD120TO","System","Complete Sasha Nein's advanced training.","Complete Sasha Nein's advanced training."
"GLZD121TO","System","If I complete Sasha's advance training, he'll show me how to astrally project myself into people's minds at will, and that's something I'll have to learn if I want to be a Psychonaut.","If I complete Sasha's advance training, he'll show me how to astrally project myself into people's minds at will, and that's something I'll have to learn if I want to be a Psychonaut."
"GLZD122TO","System","Find Sasha's lab.","Find Sasha's lab."
"GLZD123TO","System","What did he mean, ""Isolation can be a good thing?"" What's that have to do with the location of his secret lab? Hmmm","What did he mean, ""Isolation can be a good thing?"" What's that have to do with the location of his secret lab? Hmmm"
"GLZD124TO","System","I wish that stupid bunny would hold still so I could catch him. What's he doing here anyway?","I wish that stupid bunny would hold still so I could catch him. What's he doing here anyway?"
"GLZD125TO","System","Okay, I don't know what that big scary thing was, but it has no business being in my mind. I think it's gonna have to die.","Okay, I don't know what that big scary thing was, but it has no business being in my mind. I think it's gonna have to die."
"GLZD126TO","System","Sasha said he'd teach me how to really fight when I'm ready. And I'm ready!","Sasha said he'd teach me how to really fight when I'm ready. And I'm ready!"
"GLZD127TO","System","Man. Sasha sure does not like tiffany lamps. Well, I'd be happy to take care of that for him!","Man. Sasha sure does not like tiffany lamps. Well, I'd be happy to take care of that for him!"
"GLZD128TO","System","I have to mentally focus on just one lamp at a time, and blast them all--One! Two! Three!","I have to mentally focus on just one lamp at a time, and blast them all--One! Two! Three!"
"GLZD129TO","System","Collect the PSI Mist.","Collect the PSI Mist."
"GLZD130TO","System","It's good for me!","It's good for me!"
"GLZD131TO","System","End Sasha's boring tutorial.","End Sasha's boring tutorial."
"GLZD132TO","System","Some of the pipes here are way up top. I'm going to have to climb this mobile to shut them down.","Some of the pipes here are way up top. I'm going to have to climb this mobile to shut them down."
"GLZD134TO","System","Shut down all the factory's leaky valves.","Shut down all the factory's leaky valves."
"GLZD135TO","System","Run from the stamp! Must not forget my mental focus! Hey, those little censors are restoring his health. Not fair! I'll just shut down all the valves on every face to put an end to that!","Run from the stamp! Must not forget my mental focus! Hey, those little censors are restoring his health. Not fair! I'll just shut down all the valves on every face to put an end to that!"
"GLZD136TO","System","Complete Sasha's Advanced Training: Lesson 2","Complete Sasha's Advanced Training: Lesson 2"
"GLZD137TO","System","I have to find a way to get up higher, at least to stop Dogen from screaming. He's ruining my nightmare.","I have to find a way to get up higher, at least to stop Dogen from screaming. He's ruining my nightmare."
"GLZD138TO","System","Canoe out to Milla's dock.","Canoe out to Milla's dock."
"GLZD139TO","System","Agent Vodello is one of the world's leading levitators. After her class I should be pretty much the most powerful psychic ever.","Agent Vodello is one of the world's leading levitators. After her class I should be pretty much the most powerful psychic ever."
"GLZD140TO","System","Get past that bouncer and into Milla's dance party","Get past that bouncer and into Milla's dance party"
"GLZD141TO","System","Okay, that robot guy looks tough, but once I get a few of these bubble moves down, he'll let me in for sure.","Okay, that robot guy looks tough, but once I get a few of these bubble moves down, he'll let me in for sure."
"GLZD142TO","System","Man, that guy is annoying. And fast. This is going to be a tough race. Then again, Milla didn't say anything about not using PSI Blast.","Man, that guy is annoying. And fast. This is going to be a tough race. Then again, Milla didn't say anything about not using PSI Blast."
"GLZD144TO","System","Complete Sasha's Advanced Training, Lesson 3","Complete Sasha's Advanced Training, Lesson 3"
"GLZD145TO","System","Okay, I know that's kind of Dogen's brain in there, but I have to remember it's just a dream. It's okay to kill people's brains in a dream.","Okay, I know that's kind of Dogen's brain in there, but I have to remember it's just a dream. It's okay to kill people's brains in a dream."
"GLZD146TO","System","Stop Coach Oleander's Evil Plot.","Stop Coach Oleander's Evil Plot."
"GLZD147TO","System","I have to follow in the Hulking Lungfish's footsteps if I'm ever going to find my really good friend.","I have to follow in the Hulking Lungfish's footsteps if I'm ever going to find my really good friend."
"GLZD149TO","System","I have to dodge that debris and shoot the lungfish while it has it's ugly mouth on the bubble.","I have to dodge that debris and shoot the lungfish while it has it's ugly mouth on the bubble."
"GLZD150TO","System","Man. I haven't been trained in monster brains yet. Well, I guess I should just go for it. I mean, how different can they be?","Man. I haven't been trained in monster brains yet. Well, I guess I should just go for it. I mean, how different can they be?"
"GLZD151TO","System","Destroy Kochamara's Broadcast tower.","Destroy Kochamara's Broadcast tower."
"GLZD152TO","System","If I take out that big psychic relay tower, I'll bet the Coach's psychic presence in this mind will be diminished.","If I take out that big psychic relay tower, I'll bet the Coach's psychic presence in this mind will be diminished."
"GLZD153TO","System","I should bust those guys out of jail. I hope there aren't any really dangerous criminals in there.","I should bust those guys out of jail. I hope there aren't any really dangerous criminals in there."
"GLZD154TO","System","If I can block that forcefield while it's off, my little revolutionary friend can get through.","If I can block that forcefield while it's off, my little revolutionary friend can get through."
"GLZD155TO","System","I probably don't have to destroy the WHOLE thing. Maybe just that blinky part up top.","I probably don't have to destroy the WHOLE thing. Maybe just that blinky part up top."
"GLZD156TO","System","If this version of the Coach has a weakness, then it's got to be pretty small because I can't find it.","If this version of the Coach has a weakness, then it's got to be pretty small because I can't find it."
"GLZD157TO","System","Complete Sasha's advanced training.","Complete Sasha's advanced training."
"GLZD158TO","System","Follow unfamiliar animal entity (bunny).","Follow unfamiliar animal entity (bunny)."
"GLZD160TO","System","Eliminate 1,000 censors.","Eliminate 1,000 censors."
"GLZD166TO","System","Defeat the Mega Censor.","Defeat the Mega Censor."
"GLZD167TO","System","Return to the Brain Tumbler.","Return to the Brain Tumbler."
"GLZD168TO","System","Continue pursuit of dream bunny.","Continue pursuit of dream bunny."
"GLZD169TO","System","Get inside the tower.","Get inside the tower."
"GLZD170TO","System","Earn Levitation badge in Milla's mind.","Earn Levitation badge in Milla's mind."
"GLZD171TO","System","Get past that bouncer and into Milla's dance party.","Get past that bouncer and into Milla's dance party."
"GLZD173TO","System","Ride the bubble vents to switch on the big fan.","Ride the bubble vents to switch on the big fan."
"GLZD175TO","System","Follow Dogen's brain down the chute.","Follow Dogen's brain down the chute."
"GLZD177TO","System","Meet Lili at the beach.","Meet Lili at the beach."
"GLZD178TO","System","Rescue Lili.","Rescue Lili."
"GLZD179TO","System","Pursue and defeat the Lungfish.","Pursue and defeat the Lungfish."
"GLZD180TO","System","Free the Lungfish from the influence of the mysterious Kochamara.","Free the Lungfish from the influence of the mysterious Kochamara."
"GLZD181TO","System","Smash jail and free dissidents.","Smash jail and free dissidents."
"GLZD182TO","System","Rendezvous with the dissidents at the dam.","Rendezvous with the dissidents at the dam."
"GLZD183TO","System","Free the blimp pilot from his prison.","Free the blimp pilot from his prison."
"GLZD184TO","System","Use blimp to get over dam.","Use blimp to get over dam."
"GLZD185TO","System","Reach Skyscraper Island.","Reach Skyscraper Island."
"GLZD186TO","System","Destroy all planes so the freighters can dock.","Destroy all planes so the freighters can dock."
"GLZD187TO","System","Proceed to Tower Island to destroy the radio tower.","Proceed to Tower Island to destroy the radio tower."
"GLZD188TO","System","Battle Kochamara!","Battle Kochamara!"
"GLZD189TO","System","Get through the asylum gates.","Get through the asylum gates."
"GLZD193TO","System","Find a disguise for the graveyard.","Find a disguise for the graveyard."
"GLZD194TO","System","Use flowers to infiltrate the graveyard.","Use flowers to infiltrate the graveyard."
"GLZD195TO","System","Take the sewers to the book depository.","Take the sewers to the book depository."
"GLZD198TO","System","Get inside book depository.","Get inside book depository."
"GLZD199TO","System","Get better view of entire neighborhood.","Get better view of entire neighborhood."
"GLZD200TO","System","Get inside the Milkman's Hideout.","Get inside the Milkman's Hideout."
"GLZD201TO","System","Kids' brains returned.","Kids' brains returned."
"GLZD202TO","System","Get to the top of the tower, like I did in my vision.","Get to the top of the tower, like I did in my vision."
"GLZD203TO","System","Trick the orderly into letting me on the elevator.","Trick the orderly into letting me on the elevator."
"GLZD204TO","System","Find a ""claw"" for Loboto costume.","Find a ""claw"" for Loboto costume."
"GLZD205TO","System","Help Gloria control her mood swings.","Help Gloria control her mood swings."
"GLZD206TO","System","Fight the Phantom!","Fight the Phantom!"
"GLZD207TO","System","Get Bonita to take the stage.","Get Bonita to take the stage."
"GLZD208TO","System","Light the theater spotlight.","Light the theater spotlight."
"GLZD209TO","System","Get Jasper's ""Knock 'em Dead"" play.","Get Jasper's ""Knock 'em Dead"" play."
"GLZD210TO","System","Get ""Knight of Joy"" script from Jasper.","Get ""Knight of Joy"" script from Jasper."
"GLZD213TO","System","Ride the balloon up to the catwalks.","Ride the balloon up to the catwalks."
"GLZD215TO","System","Defeat Jasper.","Defeat Jasper."
"GLZD217TO","System","Help Fred win the battle in his mind.","Help Fred win the battle in his mind."
"GLZD218TO","System","Recruit a Carpenter to repair the bridges.","Recruit a Carpenter to repair the bridges."
"GLZD219TO","System","Recruit a peasant to fight Napoleon's soldiers.","Recruit a peasant to fight Napoleon's soldiers."
"GLZD220TO","System","Restore the hopeless peasant's faith in Fred.","Restore the hopeless peasant's faith in Fred."
"GLZD221TO","System","Move the newly-recruited Militiaman piece next to Napoleon's soldier.","Move the newly-recruited Militiaman piece next to Napoleon's soldier."
"GLZD222TO","System","Deliver Fred's letter to the hopeless peasant.","Deliver Fred's letter to the hopeless peasant."
"GLZD223TO","System","Find a way to secure the financial future of the poor peasant's family.","Find a way to secure the financial future of the poor peasant's family."
"GLZD225TO","System","Arm the unarmed peasant.","Arm the unarmed peasant."
"GLZD227TO","System","Recruit a Hearty Knight to take Napoleon's stronghold.","Recruit a Hearty Knight to take Napoleon's stronghold."
"GLZD228TO","System","Recruit some escargot for the Hearty Knight.","Recruit some escargot for the Hearty Knight."
"GLZD229TO","System","Take snails to the restaurant so the Hearty Knight can have a decent meal.","Take snails to the restaurant so the Hearty Knight can have a decent meal."
"GLZD230TO","System","Move the Hearty Knight into Napoleon's stronghold.","Move the Hearty Knight into Napoleon's stronghold."
"GLZD231TO","System","Find a ""face"" for Loboto costume.","Find a ""face"" for Loboto costume."
"GLZD232TO","System","Help Edgar conquer his obsession with bullfights.","Help Edgar conquer his obsession with bullfights."
"GLZD234TO","System","Get the Queen of Clubs back to Edgar.","Get the Queen of Clubs back to Edgar."
"GLZD235TO","System","Get the Queen of Hearts back to Edgar.","Get the Queen of Hearts back to Edgar."
"GLZD236TO","System","Get the Queen of Diamonds back to Edgar.","Get the Queen of Diamonds back to Edgar."
"GLZD237TO","System","Get the Queen of Spades back to Edgar.","Get the Queen of Spades back to Edgar."
"GLZD238TO","System","Get help from the Matador.","Get help from the Matador."
"GLZD239TO","System","Defeat El Odio!","Defeat El Odio!"
"GLZD240TO","System","Protect El Odio from Dingo Inflagrante!","Protect El Odio from Dingo Inflagrante!"
"GLZD241TO","System","Make my way through the upper ruins of the asylum.","Make my way through the upper ruins of the asylum."
"GLZD242TO","System","Rescue Sasha and Milla's brains from Dr. Loboto.","Rescue Sasha and Milla's brains from Dr. Loboto."
"GLZD243TO","System","Free Lili!","Free Lili!"
"GLZD244TO","System","Revisit minds and collect enough figments to reach Rank 65.","Revisit minds and collect enough figments to reach Rank 65."
"GLZD245TO","System","Beat the Giant PSYCHOBLASTER DEATH TANK!","Beat the Giant PSYCHOBLASTER DEATH TANK!"
"GLZD246TO","System","Get to the brain and disarm the tank for good.","Get to the brain and disarm the tank for good."
"GLZD247TO","System","Help Coach Oleander destroy the monster inside.","Help Coach Oleander destroy the monster inside."
"GLZD248TO","System","Protect Little Oly!","Protect Little Oly!"
"GLZD250TO","System","Defeat the Butcher!","Defeat the Butcher!"
"GLZD251TO","System","Don't drown.","Don't drown."
"GLZD252TO","System","Fight the Butcher!","Fight the Butcher!"
"GLZD253TO","System","KILL THE BUTCHER!!!","KILL THE BUTCHER!!!"
"GLZF001TO","System","Press {YButton} to talk.","Натисніть {YButton}, щоб говорити."
"GLZH024TO","System","Edgar's Lament","Edgar's Lament"
"GLZH025TO","System","Edgar's Love","Edgar's Love"
"GLZH026TO","System","Sasha's First Loss","Sasha's First Loss"
"GLZH027TO","System","Sasha's Second Sight","Sasha's Second Sight"
"GLZH028TO","System","Razputin's Getaway","Razputin's Getaway"
"GLZH029TO","System","Oleander's Pride","Гордість Олеандра"
"GLZH030TO","System","Oleander's Shame","Oleander's Shame"
"GLZH031TO","System","Milla's Adventures!","Milla's Adventures!"
"GLZH032TO","System","Milla's Children","Milla's Children"
"GLZH033TO","System","Gloria's Cruel Training","Gloria's Cruel Training"
"GLZH034TO","System","Gloria's Fallen Star","Gloria's Fallen Star"
"GLZF002TO","System","{YButton} Teleport Options","{YButton} Варіанти телепортації"
"GLZF003TO","System","This little guy can teleport you to any previously visited area in the current mental world. Just pick your destination and go!","Цей малюк може телепортувати вас на раніше відвідані місця в ментальному світі. Виберіть пункт призначення і вперед!"
"GLTO000TO","System","All figments have a different point value.","All figments have a different point value."
"GLZE010TO","System","Capacity to Confuse Increased! You can store more CONFUSION GRENADES NOW!","Capacity to Confuse Increased! You can store more CONFUSION GRENADES NOW!"
"GLZE011TO","System","You have increased your MAXIMUM PROJECTION DEPTH! Now your ASTRAL PROJECTION has more layers to peel off before you are kicked back to the REAL WORLD.","You have increased your MAXIMUM PROJECTION DEPTH! Now your ASTRAL PROJECTION has more layers to peel off before you are kicked back to the REAL WORLD."
"GLZE012TO","System","ASTRAL PROJECTION LAYER RESTORED! Your projection into this mind has deepened by one layer!","ASTRAL PROJECTION LAYER RESTORED! Your projection into this mind has deepened by one layer!"
"GLZE013TO","System","Every time you lose all your MENTAL HEALTH, you peel off a layer of your ASTRAL PROJECTION. If you lose all the layers, then you will no longer be able to maintain a projection in this mental world, and you will be kicked out into the real one.","Every time you lose all your MENTAL HEALTH, you peel off a layer of your ASTRAL PROJECTION. If you lose all the layers, then you will no longer be able to maintain a projection in this mental world, and you will be kicked out into the real one."
"CAZF008TO","System","Later, bring the COBWEB DUSTER to Agent Cruller's Sanctuary, where your captured cobwebs can be redeemed for {PsiCard} PSI CARDS in the MENTAL COBWEB DETANGLER!","Later, bring the COBWEB DUSTER to Agent Cruller's Sanctuary, where your captured cobwebs can be redeemed for {PsiCard} PSI CARDS in the MENTAL COBWEB DETANGLER!"
"GLZF004TO","System","PSI power upgrade at rank:","PSI power upgrade at rank:"
"CAZF005TO","System","The COBWEB DUSTER is a Real World device that can project itself along with you into the Mental World. Aim it at any MENTAL COBWEBS you find, and press {YButton} to collect the cobweb.","The COBWEB DUSTER is a Real World device that can project itself along with you into the Mental World. Aim it at any MENTAL COBWEBS you find, and press {YButton} to collect the cobweb."
"CAZF006TO","System","This DOWSING ROD can be used to find deeper, more valuable PSITANIUM ARROWHEADS. Equip the DOWSING ROD and watch its changing color and vibration. This is how it lets you know that you are getting closer to a DEEP ARROWHEAD.","This DOWSING ROD can be used to find deeper, more valuable PSITANIUM ARROWHEADS. Equip the DOWSING ROD and watch its changing color and vibration. This is how it lets you know that you are getting closer to a DEEP ARROWHEAD."
"CAZF009TO","System","Once in the right spot, press {YButton} very rapidly to extract the ARROWHEAD from the ground.","Once in the right spot, press {YButton} very rapidly to extract the ARROWHEAD from the ground."
"GLZF005TO","System","COBWEB TROUBLE? The Camp Store sells this handy device for removing pesky MENTAL COBWEBS. Buy your COBWEB DUSTER today!","COBWEB TROUBLE? The Camp Store sells this handy device for removing pesky MENTAL COBWEBS. Buy your COBWEB DUSTER today!"
"GLZD254TO","System","No items in pack","No items in pack"
"GLZD255TO","System","Telekinesis","Telekinesis"
"GLZD256TO","System","Pyrokinesis","Pyrokinesis"
"GLZD257TO","System","Shield","Shield"
"GLZD258TO","System","Invisibility","Invisibility"
"GLZD259TO","System","Clairvoyance","Clairvoyance"
"GLZD260TO","System","Levitation","Levitation"
"GLZD261TO","System","Marksmanship","Marksmanship"
"GLZD262TO","System","Confusion","Confusion"
"GLZE014TO","System","Collect markers like {OneUp} to replace layers, and collect markers like {MaxLivesUp} to increase how many layers you can maintain at once.","Collect markers like {OneUp} to replace layers, and collect markers like {MaxLivesUp} to increase how many layers you can maintain at once."
"GLZG036TO","System","Raz has stowed the item in his backpack. To see what's in Raz's backpack, and what merit badges he has, press the BACK button. {BackButton}","Raz has stowed the item in his backpack. To see what's in Raz's backpack, and what merit badges he has, press the BACK button. {BackButton}"
"GLAY000RA","Raz","Burrrrn!","Burrrrn!"
"GLAY002RA","Raz","No!","No!"
"GLZA038TO","System","No.","No."
"GLZA039TO","System","No. Not yet.","No. Not yet."
"GLZA040TO","System","I'm ready to go back into the field.","I'm ready to go back into the field."
"GLZA041TO","System","What's Psitanium?","What's Psitanium?"
"GLZA042TO","System","What are you doing here at Whispering Rock?","What are you doing here at Whispering Rock?"
"GLZA043TO","System","Sasha says I need to learn how to fight better.","Sasha says I need to learn how to fight better."
"GLZA044TO","System","I saw you raking leaves. Was that a disguise?","I saw you raking leaves. Was that a disguise?"
"GLZA045TO","System","So what mission are you on down here?","So what mission are you on down here?"
"GLZA046TO","System","What does all this equipment do?","What does all this equipment do?"
"GLZA047TO","System","I'd better go. Lots of work to do.","I'd better go. Lots of work to do."
"GLZA048TO","System","No, I think I'll stay in this mind for a while longer.","No, I think I'll stay in this mind for a while longer."
"GLZD263TO","System","Press {BButton} to exit.","Натисніть {BButton}, щоб вийти."
"GLZD264TO","System","Creative Director","Creative Director"
"GLZD265TO","System","Lead Programmer","Lead Programmer"
"GLZD266TO","System","Art Director","Art Director"
"GLZD267TO","System","Lead Designer","Lead Designer"
"GLZD268TO","System","Animation Supervisors","Animation Supervisors"
"GLZD269TO","System","Lead Gameplay Programmer","Lead Gameplay Programmer"
"GLZD270TO","System","Executive Producer","Executive Producer"
"GLZD271TO","System","Programming","Programming"
"GLZD272TO","System","Art","Art"
"GLZD273TO","System","Concept Art","Concept Art"
"GLZD274TO","System","Animation","Animation"
"GLZD275TO","System","Environments","Environments"
"GLZD276TO","System","Production","Production"
"GLZD277TO","System","Music","Music"
"GLZD278TO","System","Sound Design","Sound Design"
"GLZD279TO","System","Voice Production","Voice Production"
"GLZD280TO","System","Voice Talent","Voice Talent"
"GLZD281TO","System","Office Manager/Production Assistant","Office Manager/Production Assistant"
"GLZD282TO","System","QA Lead","QA Lead"
"GLZD283TO","System","QA Assistant Leads","QA Assistant Leads"
"GLZD284TO","System","Quality Assurance","Quality Assurance"
"GLZD285TO","System","View your current PSI POWERS in this Thought Bubble, or press {DPadLeft} to see what's in your backpack.","View your current PSI POWERS in this Thought Bubble, or press {DPadLeft} to see what's in your backpack."
"GLZD286TO","System","Point to a PSI POWER with the LEFT THUMBSTICK {Joystick} and then press BLACK {BlackButton}, WHITE {WhiteButton}, or RIGHT TRIGGER {RightFlipper} to map the selected power to that button.","Point to a PSI POWER with the LEFT THUMBSTICK {Joystick} and then press BLACK {BlackButton}, WHITE {WhiteButton}, or RIGHT TRIGGER {RightFlipper} to map the selected power to that button."
"GLZD287TO","System","To pull out an item from your backpack, point to it with the LEFT THUMBSTICK {Joystick} and then press the {AButton} button. To return it to your backpack later, press {BButton}.","To pull out an item from your backpack, point to it with the LEFT THUMBSTICK {Joystick} and then press the {AButton} button. To return it to your backpack later, press {BButton}."
"GLZD288TO","System","You have too many items to fit on one page! Use the {DPAD} to see the rest of your items.","You have too many items to fit on one page! Use the {DPAD} to see the rest of your items."
"GLZG037TO","System","You've just absorbed positive MENTAL HEALTH! Maintaining your mental health is important, because if you run out, you will not be able to maintain your astral projection in this mind, and you'll be kicked back into the REAL WORLD.","Ви щойно поглинули позитивне МЕНТАЛЬНЕ ЗДОРОВ'Я! Слідкувати за рівнем ментального здоров'я важливо, бо якщо воно закінчиться, ви не зможете втримати вашу астральну проєкцію в розумі та вас викине в РЕАЛЬНИЙ СВІТ."
"GLZG038TO","System","{YBUTTON} Buy","{YBUTTON} Buy"
"GLZG039TO","System","{Arrowhead}","{Arrowhead}"
"GLZG040TO","System","Rank:","Rank:"
"GLZG041TO","System","{BBUTTON} Exit","{BBUTTON} Вийти"
"GLZF007TO","System","Invisibility upgrade at rank: 80","Invisibility upgrade at rank: 80"
"GLZF008TO","System","Shield upgrade at rank: 65","Shield upgrade at rank: 65"
"GLZB037TO","System","Already at Maximum Projection Depth","Already at Maximum Projection Depth"
"GLZD289TO","System","Find a ""lab coat"" for Loboto costume.","Find a ""lab coat"" for Loboto costume."
"GLZD290TO","System","Recruit the Carpenter to repair the bridges.","Recruit the Carpenter to repair the bridges."
"GLZD291TO","System","Find a way onto the Carpenter's roof.","Find a way onto the Carpenter's roof."
"GLZG042TO","System","Hey, you've finished half of the Scavenger Hunt, so you've qualified for the first half of your prize! Go see Ranger Ford for your big promotion!","Hey, you've finished half of the Scavenger Hunt, so you've qualified for the first half of your prize! Go see Ranger Ford for your big promotion!"
"GLZB038TO","System","Lungfish Call","Lungfish Call"
"GLZF009TO","System","PALM BOMB upgrade at rank:","PALM BOMB upgrade at rank:"
"GLZF012TO","System","SHIELD upgrade at rank:","SHIELD upgrade at rank:"
"GLZF014TO","System","New PSI power at rank:","New PSI power at rank:"
"GLZF015TO","System","PSI power upgrade at rank:","PSI power upgrade at rank:"
"GLZF017TO","System","Sorry, you haven't found any other teleport points yet.","Sorry, you haven't found any other teleport points yet."
"GLZF018TO","System","Use PSI BLAST to shut down the valve.","Use PSI BLAST to shut down the valve."
"GLZJ000TO","System","Press START to begin.","Press START to begin."
"GLZJ001TO","System","New","Нове"
"GLZJ002TO","System","Continue","ПРОДОВЖИТИ"
"GLZJ003TO","System","Load","Завантажити"
"GLZJ004TO","System","Options","Налаштування"
"GLZJ005TO","System","Loading","Завантаження"
"GLZD292TO","System","SAVE","ЗБЕРЕГТИ"
"GLZD293TO","System","Exit","Вийти"
"GLZD294TO","System","IN THIS AREA","НА ЦІЙ ЛОКАЦІЇ"
"GLZD295TO","System","Psi Challenge  Markers","Псимаркери"
"GLZD296TO","System","Psi Cards  Recovered","Psi Cards  Recovered"
"GLZD297TO","System","Scavenger  Hunt  Items  Recovered","Scavenger  Hunt  Items  Recovered"
"GLZD298TO","System","Kids'  Brains","Kids'  Brains"
"GLZD299TO","System","Figments","Figments"
"GLZD300TO","System","OF","/"
"GLZD301TO","System","Emotional  Baggage Matched","Emotional  Baggage Matched"
"GLZD302TO","System","Cobwebs  Recovered","Cobwebs  Recovered"
"GLZD303TO","System","Vaults  Cracked","Зламано сейфів"
"GLZD304TO","System","{AButton}  SHOW  SCAVENGER  HUNT  ITEMS","{AButton}  SHOW  SCAVENGER  HUNT  ITEMS"
"GLZD305TO","System","TOTALS","ЗАГАЛЬНИЙ ПРОГРЕС"
"GLZD306TO","System","Psi Cards  Unredeemed","Psi Cards  Unredeemed"
"GLZD307TO","System","Psi Cores  Unredeemed","Psi Cores  Unredeemed"
"GLZD308TO","System","Cobwebs  Unredeemed","Cobwebs  Unredeemed"
"GLZD309TO","System","Depleted  Psitanium  Unredeemed","Depleted  Psitanium  Unredeemed"
"GLZD310TO","System","Figments  Collected","Figments  Collected"
"GLZD311TO","System","Psi Challenge  Markers  Collected","Psi Challenge  Markers  Collected"
"GLZD312TO","System","Emotional  Baggage  Matched","Emotional  Baggage  Matched"
"GLZD315TO","System","{ABUTTON}  FIGMENT VIEWER","{ABUTTON}  FIGMENT VIEWER"
"GLZD316TO","System","TO-DO","СПИСОК СПРАВ"
"GLZD317TO","System","THINGS I GOTTA DO:","ЩО ТРЕБА ЗРОБИТИ:"
"GLZD318TO","System","MEMORIES","СПОГАДИ"
"GLZD319TO","System","MAP","МАПА"
"GLZD320TO","System","{LeftFlipper}  ZOOM OUT    {RightFlipper}  ZOOM IN","{LeftFlipper}  ZOOM OUT    {RightFlipper}  ZOOM IN"
"GLZD321TO","System","MOVE RIGHT  {Joystick}  TO NAVIGATE","MOVE RIGHT  {Joystick}  TO NAVIGATE"
"GLZD322TO","System","CAMERA","КАМЕРА"
"GLZD323TO","System","Invert Camera Horz.","Обернути камеру по осі X"
"GLZD324TO","System","Invert Camera Vert.","Обернути камеру по осі Y"
"GLZD325TO","System","OK","ОК"
"GLZD326TO","System","SOUND","ЗВУК"
"GLZD327TO","System","MASTER","ЗАГАЛЬНА"
"GLZD328TO","System","FX","ЕФЕКТИ"
"GLZD329TO","System","MUSIC","МУЗИКА"
"GLZD330TO","System","VOICE","ОЗВУЧЕННЯ"
"GLZD333TO","System","ENABLE VIBRATION","УВІМКНУТИ ВІБРАЦІЮ"
"GLZD334TO","System","LOAD GAME","ЗАВАНТАЖИТИ ГРУ"
"GLZD335TO","System","{abutton} LOAD","{abutton} ЗАВАНТАЖИТИ"
"GLZD336TO","System","{xbutton} DELETE","{xbutton} ВИДАЛИТИ"
"GLZD337TO","System","SAVE GAME","ЗБЕРЕГТИ ГРУ"
"GLZD338TO","System","{abutton} SAVE","{abutton} ЗБЕРЕГТИ"
"GLZD339TO","System","All current game data will be lost. Do you want to EXIT this game?","Усі дані незбереженої гри буде втрачено. Бажаєте ВИЙТИ з цієї гри?"
"GLZD340TO","System","Overwrite Profile?","Overwrite Profile?"
"GLZD341TO","System","File is corrupted. Delete?","File is corrupted. Delete?"
"GLZD342TO","System","Autosave game cannot be deleted.","Autosave game cannot be deleted."
"GLZD343TO","System","Delete saved game? All saved data will be lost.","Delete saved game? All saved data will be lost."
"GLZD344TO","System","All current game data will be lost. Do you want to Load this game?","All current game data will be lost. Do you want to Load this game?"
"GLZD346TO","System","Overwrite Saved Game?","Overwrite Saved Game?"
"GLZD347TO","System","Your Xbox doesn't have enough free blocks to save this profile.
Press {Abutton} to continue without saving or {Bbutton} to free more blocks.","Your Xbox doesn't have enough free blocks to save this profile.
Press {Abutton} to continue without saving or {Bbutton} to free more blocks."
"GLZD348TO","System","Your Xbox doesn't have enough free blocks to save games.
Press {Abutton} to continue without saving or {Bbutton} to free more blocks.","Your Xbox doesn't have enough free blocks to save games.
Press {Abutton} to continue without saving or {Bbutton} to free more blocks."
"GLZD349TO","System","Delete Profile? All saved data will be lost.","Delete Profile? All saved data will be lost."
"GLZD351TO","System","Please reconnect the controller to controller port","Please reconnect the controller to controller port"
"GLZD352TO","System","and press START to continue.","and press START to continue."
"GLZD353TO","System","{Bbutton} to Continue.","{Bbutton} для продовження."
"GLZD354TO","System","FIGMENT","FIGMENT"
"GLZD355TO","System","YOU HAVE:","У ВАС:"
"GLZD356TO","System","L {Joystick}  SCROLL","L {Joystick}  SCROLL"
"GLZD357TO","System","{ABUTTON}  ZOOM","{ABUTTON}  ZOOM"
"GLZD358TO","System","{BBUTTON}  EXIT","{BBUTTON} ВИЙТИ"
"GLZD360TO","System","Find 8 items, and you'll be promoted 4 Ranks!","Find 8 items, and you'll be promoted 4 Ranks!"
"GLZD361TO","System","Find 8 more, and get promoted another 4 Ranks!","Find 8 more, and get promoted another 4 Ranks!"
"GLZD362TO","System","RANK UP!","РАНГ ПІДВИЩЕНО!"
"GLZD363TO","System","OPTIONS","НАЛАШТУВАННЯ"
"GLZD364TO","System","LOAD","ЗАВАНТАЖИТИ"
"GLZA049TO","System","Could you take me back to camp now?","Could you take me back to camp now?"
"GLZA050TO","System","Could you take me back to the Asylum?","Could you take me back to the Asylum?"
"GLZA051TO","System","Nothing. I just wanted to make sure you're not dead.","Nothing. I just wanted to make sure you're not dead."
"GLZD365TO","System","Double Fine Test","Double Fine Test"
"GLZD366TO","System","Majesco Production","Majesco Production"
"GLZD367TO","System","Majesco Marketing","Majesco Marketing"
"GLZD368TO","System","Majesco Test","Majesco Test"
"GLZD369TO","System","Majesco Lead Game Tester","Majesco Lead Game Tester"
"GLZD370TO","System","Story and Dialog","Story and Dialog"
"GLZG044TO","System","/ Cost:","/ Cost:"
"GLZB039TO","System","Crow Feather","Crow Feather"
"GLAG016FO","Ford","Hey, it looks like you're ready to take on a new psychic power!","Hey, it looks like you're ready to take on a new psychic power!"
