"Identifier","Context","Source string","Translation"
"CAJB011RA","Raz","""Great Deals in the Main Lodge Store! Drop by for great prices on Dream Fluffs, PSI Cores, and more! All available for just a few pieces of Psitanium!""",""
"CAJB012RA","Raz","""BAND PRACTICE TODAY: In the main lodge, the Levitators will be jamming this afternoon. Please come by if you'd like to try out for the band!""",""
"CAJB013RA","Raz","""Warning: If I find out who's been biting holes in the bottom of these canoes, someone is going to get paddled. --Admiral Cruller.""",""
"CAJB014RA","Raz","""UPDATE: The Levitators have broken up. However there will be a practice session of the Firestarters today in the main lodge. We are looking for someone who can play rock flute. Come on by and try out!""",""
"CAJB015RA","Raz","""Lili, if you're looking for me, I'll be down by the lake today. The fish seem a little upset, and I'm going to go see what's wrong. But don't worry, I'll still do your homework for tomorrow, if you want. --Elton Fir.""",""
"CAJB016RA","Raz","""Security cameras have been installed and the next kid who jumps on my car is going to be very, very sorry. --Coach Oleander.""",""
"CAJB017RA","Raz","""Hey, Clem and I just wanted to say that everyone did great in Basic Braining today! Give yourselves a hand! Woooo! Love, Crystal!"" Man, she dotted every ""I"" with a puffy heart.",""
"CAJB018RA","Raz","""And I just wanted to say Ditto to that! Double Ditto, in fact. Your friend, Clem.""",""
"CAJB019RA","Raz","""And I just wanted to point out, in case you didn't know, that Crystal's last name was Snagrash. Crystal Flowers Snagrash! No joke! --Bobby Z.""",""
"CAJB020RA","Raz","""Vernon, Franke totally has a crush on you. She is warm for your form. Signed, Anonymous.""",""
"CAJB021RA","Raz","""Warning: The abandoned mental institution across the lake is not Psychonauts property, and not safe for children. Canoe access has been blocked off, but please for your own safety, children, do not try to find another route. Love, Milla."" ",""
"CAJB022RA","Raz","""Hey, if anyone sees Franke could you please tell her I'll be waiting for her by Make Out Cave. --Vernon.""",""
"CAJB023RA","Raz","""Greetings, pan-galactic travelers. I am currently developing a new vehicle for intergalactic travel. Flight tests are being performed at a remote location in the woods. Hope to soon be visiting you in person. Thanks for the messages. --Chloe.""",""
"CAJB024RA","Raz","""Has anyone seen Dogen Boole? He didn't show up for band practice, and I'm a little worried about him. --Phoebe.""",""
"CAJB025RA","Raz","""LEVITATION CLASS STARTING NOW! Please report to the floating dock immediately! Don't be late for the party, children. Love, Milla.""",""
"CAJB026RA","Raz","""NOTICE: I have retained the services of Mikhail Bulgakov as my personal bodyguard. Anyone wishing to do harm to my person is requested to speak to Mikhail first, so he can pummel you into the ground. Sincerely, Maloof.""",""
"CAJB027RA","Raz","""Hey, if anyone sees Vernon waiting for me down by Make Out Cave, could you make out with him yourself, because I'm not interested. --Franke.""",""
"CAJB028RA","Raz","""Dear Alien voices, space ship flight tests were fruitful, but I need more data on triple-light-speed travel. I am building a super antenna to receive data, and placing it as high as possible. Please transmit data in T-minus two hours. --Chloe.""",""
"CAJB029RA","Raz","""Shootin' lessons today at the ol' target range by the main lodge. Come on by and let ol' J.T. show you a thing or two.""",""
"CAJB030RA","Raz","""Lili, I'm sorry if this hurts you, but you should know. Milka and I have fallen in love. I don't know how it happened. Does anyone ever really know? The heart wants what it wants. Friends, Elton. P.S. I have your last homework assignment if you want to meet me some time I can give it to you.""",""
"CAJB031RA","Raz","""Lili, if you want your last homework assignment you can find it at the bottom of Lake Oblongata, where I put it. Which is where I'll put you, Franke and Kitty, if you ever mess with Elton again. Understood? --Milka.""",""
"CAJB032RA","Raz","""Hey, has anyone seen Kitty? She went down to the beach for a swim and hasn't come back. If you see her, please tell her I'm down in the woods by the lake looking for her. --Franke.""",""
"CAJB033RA","Raz","""Alien visitors, please be advised that I have discovered bizarre alien life on home planet and need to investigate before traveling to your galaxy. The subject has grotesque calcium protrusions in the mouth area, and a pronounced hair-like tumor on top of his head. Definitely an ambassador from another galaxy. Will resume communication once the subject has been isolated. --Chloe.""",""
"CAJB034RA","Raz","""Story Time this afternoon! Gifted storyteller Vernon Tripe will be thrilling audiences in the TV lounge this afternoon with his gripping tales. Come early to make sure you get a good seat!""",""
"CAJB035RA","Raz","""My Russian associate and I our pleased to announce that our protection services are now available to the public on a contractual basis. So if you're getting grief from a bully or a thug, come see Maloof and Mikhail. Protection is our business.""",""
"CAJB036RA","Raz","""Okay, we tried to spread our cheer all over camp, but once again this year we were met with meanness and cruelty. So I'm sorry to say this is the end. Crystal and I are taking measures to make sure we never get teased again. You will all be very, very sorry. Goodbye. --Clem Foote.""",""
"CAJB037RA","Raz","""And P.S., do not come by the roof of the main lodge anytime soon because our plan is secret and you can't stop us anyway. --Crystal."" Still with the hearts, though.",""
"CAJB038RA","Raz","""Children, Sasha and I must leave immediately on official Psychonauts business. Please talk to Coach Oleander if you have any problems. We should be back very soon. Do not be afraid. --Milla.""",""
"CAJB039RA","Raz","""Hey, has anyone seen Franke? We were hanging out in the TV lounge and I got up to go to the bathroom and when I came back everybody was gone. I know they wouldn't normally leave in the middle of a story so I'm a little worried. Tell them I'm out looking for them if you see them, okay? --Vernon.""",""
"CAJB040RA","Raz","""Chops, buddy, if you read this I just wanted to say I'm sorry for letting my head get all turned around by a fast-talkin' filly who, when it comes down to it, is duller than ditch water and half as deep. So, I'm at the regular practice spot in the woods if you still want to be friends. Your ol' pal, J.T.""",""
"CAJB041RA","Raz","""Nils! Oh, Nils. I was such a fool. You know that you and I are meant to be together. I mean, I can see the future, so I've known it all along. I'm coming to find you, little Honey Bear! Then we can be together again! --Elka.""",""
"CAJB042RA","Raz","""J.T., I checked at the usual spot but couldn't find ya! I'm going to try the back woods next, hombre. --Chops.""",""
"CAJB043RA","Raz","""Anyone seen Milka, who I am totally dating now? I know she's invisible most of the time, but this time she's really gone. Please let her know I'm looking for her. --Elton.""",""
"CAJB044RA","Raz","""Okay, that does it. I've been looking for people to bully for HOURS and I can't find ANYONE. Is this some kind of practical joke you guys? NOT FUNNY. Where did everybody go? --Benny.""",""
"CAJC000RA","Raz","""Keep Your Mind and Campgrounds Clean.""",""
"CAJC001RA","Raz","""Or else get a rake in your ear. --Ranger Cruller.""",""
"CAJC002RA","Raz","I don't want to throw that away!",""
"CAJD000RA","Raz","""This way to the Main Lodge.""",""
"CAJD001RA","Raz","""This way to Lake Oblongata.""",""
"CAJD002RA","Raz","""To the Campfire Area.""",""
"CAJD003RA","Raz","""Warning: Geodesic Psychoisolation Chamber this way. Stay out!""",""
"CAJD004RA","Raz","""To the Kids' Cabins.""",""
"CAJD005RA","Raz","""Coach Oleander's Class.""",""
"CAJD006FO","Ford","Vandalizing camp property will result in immediate expulsion from the facility.",""
"CAJE000KI","Kitty","Teeee Veee.",""
"CAJE003RA","Raz","Nah, that's not making the reception any better.","Нє, сигнал від цього краще не ловить."
"CAJE004RA","Raz","Finally! Everybody's gone and I can watch whatever I want!",""
"CAJE005RA","Raz","It's empty!",""
"CAJE006RA","Raz","I thought everyone was supposed to be up here watching TV!",""
"CAJE007RA","Raz","I hope Agent Cruller knows where they are.",""
"CAJF000FO","Ford","On sale now in the main store, we have a special on Dream Fluffs. You hear me? Dream Fluffs. They're good for ya! Keep a pocketful of these for a quick boost of mental health!","У центральній крамниці свіжі постачання СНОЛОДОЩІВ. Так, ви все правильно почули. Снолодощі. Смачні й корисні! Носіть їх із собою для екстреного відновлення ментальної енергії!"
"CAJF001FO","Ford","Having trouble finding those really deep, valuable arrowheads? Well, I've got a great deal on a slightly-used Dowsing Rod up here in the main store that will practically dig them up for you!","Ніяк не можете знайти глибинні, цінні наконечники? Що ж, можу вам запропонувати трохи вживані БІОЛОКАЦІЙНІ РАМКИ з нашої крамниці, які буквально викопають їх за вас!"
"CAJF002FO","Ford","Mental cobwebs getting you down? I've got just the device up here in the main lodge store. Why don't you come on up and score yourself a Cobweb Duster before they're all sold out?","Плутаєтеся в ментальній павутині? Я якраз маю пристрій для вас у крамниці центральної хижі. Чому б вам не придбати ПАВУТИНООЧИСНИК, поки їх не розібрали?"
"CAJF003FO","Ford","Okay, call me crazy, but I have just got to sell more PSI Cores today. So yes, these prices are real, here at the camp store. PSI Cores are just that cheap today!","Кличте мене божевільним, але мені треба швидко розпродати ПСІЯДРА. Тому сьогодні в табірній крамниці діє спецціна! Запасайтеся псіядрами!"
"CAJF004FO","Ford","Remember to keep filling up those Scavenger Hunt forms. We've got a couple of big promotions for the winner!","Не забувайте пройтися по списку погоні за мотлохом. Переможець отримає суттєве підвищення рангу!"
"CAJF005MI","Milla","Hello children. I hope you are all having a happy and safe summer day here at Whispering Rock!","Вітаю, дітки. Бажаю вам щасливого та безпечного дня в літньому таборі «Шепіткий Камінь»!"
"CAJF006MI","Milla","I just wanted to tell you that we are having a party out here on the floating dock and I'd love for you all to come. It's Levitation training, baby! And it's fun, fun, fun!","Хочу сказати, що в нас зараз починається вечірка на причалі, та ви всі на неї запрошені. Час учитися левітації, крихітко! Буде дуже-дуже-дуже весело!"
"CAJF007MI","Milla","Just grab a canoe and come join the party!","Сідайте в найближче каное та приєднуйтесь до нас!"
"CAJF008MI","Milla","Don't be late! Levitation class has already begun!","Не запізнюйтесь! Урок левітації вже розпочався!"
"CAJF009MI","Milla","Come on out to the floating dock before the party is over!","Приходьте до нас на причал, поки вечірка ще триває!"
"CAJF010FO","Ford","Children, please remember not to pet or feed the animals at Whispering Rock.","Діти, не забувайте, що гладити та годувати тварин на території «Шепіткого Каменю» заборонено."
"CAJF011FO","Ford","The Psitanium in the food chain has caused numerous psychic mutations, and the animals you encounter--especially at night--might be more dangerous than the kind you have back home.","Потрапивши в харчовий ланцюг, пситаній спричинив численні психомутації, тому тварини на території табору набагато небезпечніші за ваших домашніх улюбленців. Особливо вночі."
"CAJG000RA","Raz","Hey, I need that for my Scavenger Hunt!","Гей, мені ж це якраз треба для погоні за мотлохом!"
"CAJG001RA","Raz","It looks like it's completely frozen in a big block of ice. ","Схоже, він повністю вмерз у великий куб льоду "
"CAJG002RA","Raz","Hm. Frozen solid.","Гм. Наглухо вмерз."
"CAJH000RA","Raz","The Coach's mental radio. This is how he was unknowingly broadcasting his dreams of world domination to me and Lili!",""
"CAJJ000RA","Raz","Squirrels aren't so smart.","Білки не такі вже й розумні."
"CAJJ001RA","Raz","Hey, hold still. I'm going to read your squirrel brain.","Стій на місці. Я зазирну у твій білячий розум."
"CAJJ002RA","Raz","Why are you looking at, nut rat?","На що витріщився, горіховий щур?"
"CAJJ003RA","Raz","Beat it, fluffy.","Схаменися, пухнастику."
"CAJJ004RA","Raz","Ick. Probably has rabies.","Фу. Мабуть, скажена."
"CAJJ005RA","Raz","Look out! Flying squirrel!","Обережно! Білка-летяга!"
"CAJJ006RA","Raz","Sorry.","Вибач."
"CAJJ007RA","Raz","Whoops.","Упс."
"CAJJ008RA","Raz","Oh, man. I feel terrible about that.","От гадство. Тепер мені тяжко на душі."
"CAJJ009RA","Raz","My bad.","Винен."
"CAJJ010RA","Raz","That was a total accident.","Це був нещасний випадок."
"CAJJ011RA","Raz","Okay, that one, you had coming.","На цей ти сама напросилася."
"CAJJ012RA","Raz","See you in hell!","До зустрічі в пеклі!"
"CAJJ013RA","Raz","I think its brain is too small for this door.","Певно, її мозок замалий для цих дверей."
"CAJJ014RA","Raz","Don't be rude. Shake hands with my turtle.","Не будь грубіяном. Потисни руку моїй черепашці."
"CAJK000RA","Raz","Here, birdie birdie!","Сюди, ціп-ціп!"
"CAJK001RA","Raz","Here, pretty bird!","Я тут, пташенятко!"
"CAJK002RA","Raz","Why don't you come alight on my shoulder? Jerk.","Та сядь ти мені вже на плече! Дурбецало."
"CAJL000RA","Raz","Hey, seagull. What's up?","Агов, чайко. Як справи?"
"CAJL001RA","Raz","No offense, but you guys smell like garbage.","Без образ, але від вас несе як зі звалища."
"CAJL002RA","Raz","That a... dead fish you're eating there?","Ти що... їси мертву рибу?"
"CAJM000RA","Raz","Man, I hope the Admiral didn't see that.",""
"CAJN000RA","Raz","The human mind.","Людський розум."
"CAJN001RA","Raz","Six hundred miles of synaptic fiber, five and a half ounces of cranial fluid, fifteen hundred grams of complex neural matter...","Дев'ятсот шістдесят шість кілометрів синаптичного волокна, сто шістдесят два мілілітри черевної рідини, півтора кілограма нервових клітин..."
"CAJN002RA","Raz","A three pound pile of dreams.","Трифунтова купа мрій."
"CAJN003RA","Raz","But I'll tell you what it really is.","Але скажу я вам, що насправді..."
"CAJN004RA","Raz","It is the ultimate battlefield--and, the ultimate weapon.","Це водночас і найнебезпечніше поле бою, і найпотужніша зброя."
"CAJN005RA","Raz","The wars of this modern age--The Psychic Age--are all fought somewhere between these damp, curvaceous undulations.","Усі війни сучасної доби, психічної доби, ведуться серед цих вологих, в'юнистих звивин."
"CAJN006RA","Raz","From this day forward, you are all Psychic Soldiers.","Відсьогодні, ви всі — психосолдати."
"CAJN007RA","Raz","Paranormal Paratroopers!","Паранормальні парашутисти!"
"CAJN008RA","Raz","Mental Marines who are about to ship out on the adventure of their lives!","Ментальна морська піхота, яка прямує човном на головну пригоду свого життя!"
"CAJN009RA","Raz","THIS IS OUR BEACHHEAD.","ЦЕ НАШ ПЛАЦДАРМ."
"CAJN010RA","Raz","And this is your landing craft!","А це — місце вашої висадки!"
"CAJN011RA","Raz","You shall engage the enemy in his own mentality! You shall chase his dreams, you shall fight his demons, you shall live his nightmares!","Ви нападете на ворога зсередини! Ви гнатиметеся за його мріями, битиметеся з його демонами та переживатимете його жахи!"
"CAJN012RA","Raz","And those of you who fight well, you will find yourselves on the path to becoming international secret agents. In other words...","І ті з вас, хто проявить себе якнайкраще, йтимуть шляхом становлення міжнародними секретними агентами. Одним словом..."
"CAJN013RA","Raz","Psychonauts!","Психонавтами!"
"CAJN014RA","Raz","The rest of you... WILL DIE.","Решта з вас... ПОМРЕ."
"CAJN015RA","Raz","Man, that guy was nuts.","Та він божевільний."
"CAJO000RA","Raz","This must be Agent Vodello's car.","Схоже, це автівка агентки Воделло."
"CAJO001RA","Raz","Just as well. She would have killed me.","Воно й на краще, бо вона мене вбила б."
"CAJO002RA","Raz","I wonder if the Coach has a little jet pack or something to help him get in and out of this thing.","Цікаво, як тренер забирається і злазить? На реактивному ранці?"
"CAJO003RA","Raz","Well, I don't think that would have solved anything anyway.","Ну, не думаю, що я б цим чого-небудь добився."
"CAJO004RA","Raz","Man, this thing was old when they chopped it down. Let's see...","Скільки кілець... Старезне дерево вони вибрали для рубки... І тут щось написано..."
"CAJO005RA","Raz","""500 years ago: Enormous, Psitanium-bearing meteorite strikes the Earth, leaving a giant crater.""","«500 років тому: величезний пситаніумний метеорит падає на Землю, залишаючи гігантський кратер.»"
"CAJO006RA","Raz","""200 years ago: Native inhabitants begin making arrowheads out of the Psitanium, which they call by the name 'Whispering Rock'. This is a rough English translation.""","«200 років тому: корінні мешканці починають робити наконечники для стріл із пситанію, який вони називають «шепітким каменем». Принаймні таким є приблизний переклад.»"
"CAJO007RA","Raz","""100 Years Ago: Prospectors and settlers take over the area, naming their boom town, 'Shaky Claim.'""",""
"CAJO008RA","Raz","""99 Years Ago: First case of 'Paranormal Hysteria' diagnosed in Shaky Claim.""",""
"CAJO009RA","Raz","""75 Years Ago: Houston Thorney builds his Home for the Demented to deal with the insanity epidemic.""",""
"CAJO010RA","Raz","""60 Years Ago: More residents in Asylum than in the town. Houston Thorney commits suicide by leaping from tower.""",""
"CAJO011RA","Raz","""55 Years Ago: Asylum closes. Last valley residents paid to leave by the federal government, who flood the crater to prevent further habitation. Lake Oblongata is created.""",""
"CAJO012RA","Raz","""5 Years Ago: Whispering Rock Psychic Summer Camp founded to nurture and train future Psychonauts.""",""
"CAJO013RA","Raz","""Last Summer: I got to first base with Elka Doom, signed Nils Lutefisk.""",""
"CAJO014RA","Raz","That's in case you were thinking about getting back up again, tree!",""
"CAJO015RA","Raz","They must have fireproofed this thing.",""
"CAJO016RA","Raz","Man. Why don't they trust us kids?",""
"CAJO017RA","Raz","The last thing I'd want to do is leave this place. ",""
"CAJO018RA","Raz","Too much important stuff going on!",""
"CAJP000RA","Raz","Oh no... Milla...",""
"CAJP001RA","Raz","The Mental Minx...",""
"CAJQ000RA","Raz","Hi. What's the rush?","Агов, куди поспішаєте?"
"CAJQ001EF","Elton","Basic Braining! I told you!","На «мозковий штурм»! Я ж казав!"
"CAJQ002CM","Clem","Woo-hoo! I just love to run!","Ву-ху! Та я просто люблю бігати!"
"CAJQ003CF","Crystal","I can't wait to get to class!","Уже не терпиться прибігти на урок!"
"CAJQ004VE","Vernon","Don't want to be late. Coach has anger management issues.","Не хочу спізнитися. У тренера проблеми з контролем гніву."
"CAJQ005EL","Elka","Um, some of us care about our education?","Е-е, уяви собі, ми дбаємо про нашу освіту."
"CAJQ006CP","Chops","I don't want to get a bad seat.","Хочу встигнути зайняти місце."
"CAJQ007JT","J.T.","Well, you know what they say about slow-rollin' tumbleweeds--","Ну, знаєш, як у нас кажуть про повільні перекотиполя..."
"CAJQ008EL","Elka","No time for chit-chat James. We're late for class!","Зараз не час для балачок, Джеймсе. Ми запізнюємось на урок!"
"CAJR000EF","Elton","You have a water phobia? Me too!","У тебе водна фобія? У мене теж!"
"CAJR001RA","Raz","Uh... no. Well, yes. I just... my family has this problem with water.","Е-е... ні. Ну, тобто, не зовсім. Це в нас сімейне..."
"CAJR002RA","Raz","It's a bunch of hooey anyway. Some old gypsy curse about how we're all supposed to die in water, if you can believe that.","Але то все чухня. Якесь старе циганське прокляття про те, як ми всі втопимось. На голову не налазить."
"CAJR003EF","Elton","Oh, I thought it was about the whole thing with the brain-eating fish that walks out of the lake at night to hunt for victims.","Ой, а я думав ти боїшся через рибу, яка вночі вилазить з озера на полювання та їсть мізки своїх жертв."
"CAJR004EF","Elton","Well, see ya!","Що ж, побачимось!"
"CAJR005EF","Elton","Um, hey, Raz... I saw you and Lili talking in the Coach's class, and I was wondering…","Е-е, до речі, Разе... Бачив, як ви з Лілі розмовляли на уроці тренера, і я тут подумав…"
"CAJR006EF","Elton","Were you asking her to... ""go"" with you?","Ти часом не запрошував її... на «побачення»?"
"CAJR007RA","Raz","WHAT? No! I'm here to train. No distractions.","ЩО? Ні! Я сюди прийшов тренуватися, а не оце ось все."
"CAJR008EF","Elton","Excellent! Bye!","От і добре! Тоді, бувай!"
"CAJS000RA","Raz","Coach Oleander? I'm reporting for Basic Braining.","Тренере Олеандр? Я прибув на «мозковий штурм»."
"CAJS001CO","Coach","Son, do you realize that to take my course I will have to pull you into my mind...","Синку, ти ж розумієш, що мені доведеться затягнути тебе у свій розум..."
"CAJS002CO","Coach","And you will have to relive every bullet-scarred memory of every battle I have ever faced?","І ти переживеш кожен шрамований кулями спогад з кожної битви, яку я переніс?"
"CAJS003CO","Coach","It won't be pretty.","Видовище не з приємних."
"CAJS004CO","Coach","Are you sure you wouldn't rather run around a bit more in the sunshine first?","Хіба ти не хочеш ще трохи погуляти, погрітися на сонечку?"
"CAJS005RA","Raz","I'm ready, sir.","Я готовий, сер."
"CAJS006CO","Coach","Well then...","Ну, що ж..."
"CAJS007RA","Raz","Well, maybe I will explore a bit more before, just so I'm prepared for class.","Ну, краще я тут трохи подосліджую, підготуюсь до занять."
"CAJS008CO","Coach","No, hurry. No hurry. Enjoy your childhood before it's ripped away from you, son.","Звісно, не поспішай. Насолоджуйся дитинством, поки в тебе його безжалісно не відібрали, синку."
"CAJT000RA","Raz","Rrrr!",""
"CAJT001RA","Raz","Man, it's wedged into that little geyser!",""
"CAJT002RA","Raz","Nope. Still won't budge.","Нє-а. Не піддається."
"CAZG000TO","System","Raz is holding an object in his hand. To use a handheld object with someone, walk up to them and press {YButton}.","Раз тримає в руках предмет. Щоб застосувати цей об'єкт на комусь, підійдіть до них і натисніть {YButton}."
"CAZF002TO","System","Press {YButton} to show button to Oleander.","Натисніть {YButton}, щоб показати ґудзик Олеандру."
"CAZG001TO","System","Raz has stowed the item in his backpack. Press {DPadLeft} to see what's in Raz's backpack. Press {DPadRight} to see what psychic Merit Badges he has.","Раз поклав предмет у рюкзак. Щоб побачити вміст рюкзака Раза, натисніть кнопку {DPadLeft}. Щоб побачити нашивки, натисніть {DPadRight}"
"CAZF003TO","System","Press {YButton} to talk.","Натисніть {YButton}, щоб говорити."
"CAJY000FO","Ford","Sorry, can't get by without a Basic Braining Merit Badge.",""
"CAJY001RA","Raz","Got one!",""
"CAJY002FO","Ford","Oh... Well... How about a SCAVENGER HUNT LIST, eh smart guy?",""
"CAJY003RA","Raz","Oh man. Where am I going to get one of those?",""
"CAJY004FO","Ford","Right here!",""
"CAJY005FO","Ford","Can't do the Scavenger Hunt without a list.","Для погоні за мотлохом потрібен список."
"CAJY007RA","Raz","So where do I-- ","І де ж мені..."
"CAJY008RA","Raz","Hey, where'd he go?","Гей, куди він дівся?"
"CAJY009RA","Raz","How does that old guy get around so fast?","Як цей дідуган встигає бути всюди одночасно?"
"CAZG002TO","System","Hey, you've finished half of the Scavenger Hunt, so you've qualified for the first half of your prize! Go see Ranger Ford for your big promotion!",""
"CAJY011RA","Raz","Hey, check it out. I'm halfway done with the Scavenger Hunt.",""
"CAJY012FO","Ford","Holy smokes. Look at that. ",""
"CAJY013FO","Ford","Well, then, here's the first half of your reward!",""
"CAJY014FO","Ford","Now don't be lazy! Finish that list! Git!",""
"CAZG003TO","System","SCAVENGER HUNT COMPLETE! Congratulations! You found everything! Go see Ranger Ford for the final prize! Nice work!",""
"CAJY016RA","Raz","Scavenger Hunt, complete. I am awesome.",""
"CAJY017FO","Ford","Great Odin's Rake!",""
"CAJY018FO","Ford","I don't think anyone's ever done the whole thing before!",""
"CAJY019FO","Ford","Well, hold still. This might hurt.",""
"CAJY020RA","Raz","That felt good.",""
"CAJY021FO","Ford","Congratulations. Now git.",""
"CAJZ000FO","Ford","Hm. You finally made it.","Гм. Нарешті ти тут."
"CAJZ001RA","Raz","It's an honor to finally meet you in person, sir.","Це велика честь нарешті зустріти вас, сер."
"CAJZ002RA","Raz","I thought I recognized you in my dream, but I couldn't be sure. Now that I see you in your element, there's no doubt.","Ви являлись мені уві сні, але я не був певен до кінця. Але після того, як побачив вас особисто, всі сумніви відпали."
"CAJZ003RA","Raz","You're Ford Cruller.","Ви — Форд Круллер."
"CAJZ004RA","Raz","The greatest leader the Psychonauts ever had.","Найвеличніший лідер в історії Психонавтів."
"CAJZ005FO","Ford","Well, you shouldn't believe everything you read in ""True Psychic Tales"" magazine.","Що ж, не варто вірити всьому, що пишуть у журналі «Справжні Психічні Розповіді»."
"CAKA000FO","Ford","What are you doing here? You said that girl was waiting for you down by the water! That's Lungfish territory, boy! Go and get her!",""
"CAKB000FO","Ford","Razputin, come up here. There's something you should see.",""
"CAKC000FO","Ford","You're the only one left, son.",""
"CAKC001FO","Ford","Can't even make a connection with Sasha or Milla right now for some reason...",""
"CAKC002RA","Raz","Sasha said he had some official Psychonauts business...",""
"CAKC003FO","Ford","Impossible. I would know it if they did. Nope, something's happened to them.",""
"CAKC004FO","Ford","Razputin, listen. You're the only one who can stop Oleander now.",""
"CAKC005RA","Raz","What about you? ",""
"CAKC006FO","Ford","I... I can't leave this cave, Razputin. ",""
"CAKC007FO","Ford","Not as the Ford Cruller you know.",""
"CAKC008RA","Raz","What? Why?",""
"CAKC009FO","Ford","Years ago I was in a terrible psychic duel that left me barely alive.",""
"CAKC010RA","Raz","Yeah, I read about that. They said your psyche was shattered, that you lost your mind, but... you seem fine to me.",""
"CAKC011FO","Ford","Yes, when I'm down here, near the Psitanium mother lode. The concentrated power of the Psitanium pulls my thoughts together, keeps me... like my old self.",""
"CAKC012FO","Ford","But if I leave this sanctuary my psyche becomes disjointed, and I fall into one of my other personalities, with no memory of who I really am.",""
"CAKC013FO","Ford","I'd be no use to you, unless you needed something raked... or mopped... ",""
"CAKC014RA","Raz","Well, you can call headquarters and get help!",""
"CAKC015FO","Ford","The Psychonauts won't listen to me. They wrote me off as a loon years ago. That's why Sasha and Milla have to take on all my missions. Headquarters doesn't know I'm the one behind the assignments or they'd never get approved.",""
"CAKC016FO","Ford","But Sasha and Milla seem to be out of commission now.",""
"CAKC017FO","Ford","YOU have to be my field agent, Razputin. ",""
"CAKC018FO","Ford","Are you ready?",""
"CAKC019RA","Raz","Yes!",""
"CAKC020RA","Raz","No. Not yet.",""
"CAKC021FO","Ford","How about now?",""
"CAKC022FO","Ford","Good. ",""
"CAKC023FO","Ford","You have to find where that monster took the girl, and if you locate any of the other children's brains along the way, bring them back to me for recranialization, understand?",""
"CAKC024RA","Raz","Ew. I mean, yes sir!",""
"CAKD000RA","Raz","Agent Cruller?",""
"CAKD001FO","Ford","So, how goes the training?",""
"CAKD002FO","Ford","What is the current situation?",""
"CAKE000RA","Raz","I'm ready to go back into the field.",""
"CAKE001FO","Ford","Hey, you wandered off, so I lost the coordinates. What do you think? I got a photographic memory?",""
"CAKE002FO","Ford","Okay, let's see if I remember exactly where you were...",""
"CAKE003RA","Raz","What are you doing here at Whispering Rock?","Що ви тут робите, в «Шепіткому Камені»?"
"CAKE004FO","Ford","This training facility is built right smack on top of the largest Psitanium deposit known to man. ","Цей навчальний центр збудований прям на місці найбільшого скупчення пситанію з усіх. "
"CAKE005FO","Ford","It runs under this whole valley and makes this a very critical area for the Psychonauts, so I'm here to look after it.","Воно пролягає під усією територією долини, що робить цю зону дуже важливою для Психонавтів, тому я тут, доглядаю за нею."
"CAKE006FO","Ford","And to make sure you little spoonbenders don't kill each other.","Заодно доглядаю і за вами, малими ложкогинами, щоб не повбивали одне одного."
"CAKE007RA","Raz","What's Psitanium?","Що таке пситаній?"
"CAKE008FO","Ford","Psitanium is a very rare, psychoreactive mineral that crashed here on a meteorite hundreds of years ago.","Пситаній — це дуже рідкісний психореактивний мінерал, який приніс сюди метеорит, що впав сотні років тому."
"CAKE009FO","Ford","It responds to psychic waves. Focuses them, amplifies them.","Він реагує на психічні хвилі. Фокусує та посилює їх."
"CAKE010FO","Ford","It can make psychics more psychic, but it can also make unstable people more unstable. Not everyone can handle that much activity in that part of their brain. It can drive them completely out of their gourd.","Він може як посилити здібності екстрасенсів, так і зробити психічно хворих більш нестабільними. Далеко не кожен здатен витримати таку мозкову активність. Люди можуть повністю з'їхати з глузду."
"CAKE011FO","Ford","Gives this valley an interesting history.","Така ось цікава історія в цього краю."
"CAKE012RA","Raz","Sasha says I need to learn how to fight better.","Саша сказав, що мені треба вчитись краще боротися."
"CAKE013FO","Ford","He wants to teach you advanced combat? On your first day?","Він хоче навчити тебе розвиненому стилю бою? У перший же день?"
"CAKE014RA","Raz","Yeah. I had a vision with a huge monster with yellow eyes and a big mouth full of gnashing teeth...","Ага. У мене був віщий сон про величезного жовтоокого, зубастого чудовиська..."
"CAKE015FO","Ford","Did it happen to... spit anything at you?","Воно часом... не плювало в тебе чимось?"
"CAKE016RA","Raz","Yeah. I think it was like an old diving helmet or something.","Плюнуло. Це було щось схоже на старий шолом водолаза."
"CAKE017FO","Ford","I see. Hmm. Yes, well, we'd better get you armed.","Ось як. Гм-м. Тоді тебе точно треба озброїти."
"CAKE018RA","Raz","Why? What's happening?","Чому? Що відбувається?"
"CAKE019FO","Ford","Nothing, nothing. ""Prepare Your Mind."" That's the motto of the Psychonauts.  Here.","Нічого, нічого. Це просто девіз Психонавтів. «Тримай розум напоготові». Ось."
"CAKE020FO","Ford","This is a Marksmanship Learner's Permit. It will only work when you're in Sasha's mind.","Це дозвіл на навчання стрільбі. Він працюватиме лише в розумі Саші."
"CAKE021FO","Ford","Once you complete his shooting range, you'll get the real merit badge and you can PSI Blast anywhere you want.","Коли пройдеш його іспити на стрільбищі, ти отримаєш справжню нашивку й твій псипостріл працюватиме де завгодно."
"CAKE022RA","Raz","Thanks. PSI Blast?","Дякую. А що таке псипостріл?"
