identifier,labels,context,source,translation
CAJB020RA,CAJB,Raz,"""Vernon, Franke totally has a crush on you. She is warm for your form. Signed, Anonymous.""",
CAJB021RA,CAJB,Raz,"""Warning: The abandoned mental institution across the lake is not Psychonauts property, and not safe for children. Canoe access has been blocked off, but please for your own safety, children, do not try to find another route. Love, Milla."" ",
CAJB022RA,CAJB,Raz,"""Hey, if anyone sees Franke could you please tell her I'll be waiting for her by Make Out Cave. --Vernon.""",
CAJB023RA,CAJB,Raz,"""Greetings, pan-galactic travelers. I am currently developing a new vehicle for intergalactic travel. Flight tests are being performed at a remote location in the woods. Hope to soon be visiting you in person. Thanks for the messages. --Chloe.""",
CAJB024RA,CAJB,Raz,"""Has anyone seen Dogen Boole? He didn't show up for band practice, and I'm a little worried about him. --Phoebe.""",
CAJB025RA,CAJB,Raz,"""LEVITATION CLASS STARTING NOW! Please report to the floating dock immediately! Don't be late for the party, children. Love, Milla.""",
CAJB026RA,CAJB,Raz,"""NOTICE: I have retained the services of Mikhail Bulgakov as my personal bodyguard. Anyone wishing to do harm to my person is requested to speak to Mikhail first, so he can pummel you into the ground. Sincerely, Maloof.""",
CAJB027RA,CAJB,Raz,"""Hey, if anyone sees Vernon waiting for me down by Make Out Cave, could you make out with him yourself, because I'm not interested. --Franke.""",
CAJB028RA,CAJB,Raz,"""Dear Alien voices, space ship flight tests were fruitful, but I need more data on triple-light-speed travel. I am building a super antenna to receive data, and placing it as high as possible. Please transmit data in T-minus two hours. --Chloe.""",
CAJB029RA,CAJB,Raz,"""Shootin' lessons today at the ol' target range by the main lodge. Come on by and let ol' J.T. show you a thing or two.""",
CAJB030RA,CAJB,Raz,"""Lili, I'm sorry if this hurts you, but you should know. Milka and I have fallen in love. I don't know how it happened. Does anyone ever really know? The heart wants what it wants. Friends, Elton. P.S. I have your last homework assignment if you want to meet me some time I can give it to you.""",
CAJB031RA,CAJB,Raz,"""Lili, if you want your last homework assignment you can find it at the bottom of Lake Oblongata, where I put it. Which is where I'll put you, Franke and Kitty, if you ever mess with Elton again. Understood? --Milka.""",
CAJB032RA,CAJB,Raz,"""Hey, has anyone seen Kitty? She went down to the beach for a swim and hasn't come back. If you see her, please tell her I'm down in the woods by the lake looking for her. --Franke.""",
CAJB033RA,CAJB,Raz,"""Alien visitors, please be advised that I have discovered bizarre alien life on home planet and need to investigate before traveling to your galaxy. The subject has grotesque calcium protrusions in the mouth area, and a pronounced hair-like tumor on top of his head. Definitely an ambassador from another galaxy. Will resume communication once the subject has been isolated. --Chloe.""",
CAJB034RA,CAJB,Raz,"""Story Time this afternoon! Gifted storyteller Vernon Tripe will be thrilling audiences in the TV lounge this afternoon with his gripping tales. Come early to make sure you get a good seat!""",
CAJB035RA,CAJB,Raz,"""My Russian associate and I our pleased to announce that our protection services are now available to the public on a contractual basis. So if you're getting grief from a bully or a thug, come see Maloof and Mikhail. Protection is our business.""",
CAJB036RA,CAJB,Raz,"""Okay, we tried to spread our cheer all over camp, but once again this year we were met with meanness and cruelty. So I'm sorry to say this is the end. Crystal and I are taking measures to make sure we never get teased again. You will all be very, very sorry. Goodbye. --Clem Foote.""",
CAJB037RA,CAJB,Raz,"""And P.S., do not come by the roof of the main lodge anytime soon because our plan is secret and you can't stop us anyway. --Crystal."" Still with the hearts, though.",
CAJB038RA,CAJB,Raz,"""Children, Sasha and I must leave immediately on official Psychonauts business. Please talk to Coach Oleander if you have any problems. We should be back very soon. Do not be afraid. --Milla.""",
CAJB039RA,CAJB,Raz,"""Hey, has anyone seen Franke? We were hanging out in the TV lounge and I got up to go to the bathroom and when I came back everybody was gone. I know they wouldn't normally leave in the middle of a story so I'm a little worried. Tell them I'm out looking for them if you see them, okay? --Vernon.""",
CAJB040RA,CAJB,Raz,"""Chops, buddy, if you read this I just wanted to say I'm sorry for letting my head get all turned around by a fast-talkin' filly who, when it comes down to it, is duller than ditch water and half as deep. So, I'm at the regular practice spot in the woods if you still want to be friends. Your ol' pal, J.T.""",
CAJB041RA,CAJB,Raz,"""Nils! Oh, Nils. I was such a fool. You know that you and I are meant to be together. I mean, I can see the future, so I've known it all along. I'm coming to find you, little Honey Bear! Then we can be together again! --Elka.""",
CAJB042RA,CAJB,Raz,"""J.T., I checked at the usual spot but couldn't find ya! I'm going to try the back woods next, hombre. --Chops.""",
CAJB043RA,CAJB,Raz,"""Anyone seen Milka, who I am totally dating now? I know she's invisible most of the time, but this time she's really gone. Please let her know I'm looking for her. --Elton.""",
CAJB044RA,CAJB,Raz,"""Okay, that does it. I've been looking for people to bully for HOURS and I can't find ANYONE. Is this some kind of practical joke you guys? NOT FUNNY. Where did everybody go? --Benny.""",
CAJC000RA,CAJC,Raz,"""Keep Your Mind and Campgrounds Clean.""",
CAJC001RA,CAJC,Raz,"""Or else get a rake in your ear. --Ranger Cruller.""",
CAJC002RA,CAJC,Raz,I don't want to throw that away!,
CAJD000RA,CAJD,Raz,"""This way to the Main Lodge.""",
CAJD001RA,CAJD,Raz,"""This way to Lake Oblongata.""",
CAJD002RA,CAJD,Raz,"""To the Campfire Area.""",
CAJD003RA,CAJD,Raz,"""Warning: Geodesic Psychoisolation Chamber this way. Stay out!""",
CAJD004RA,CAJD,Raz,"""To the Kids' Cabins.""",
CAJD005RA,CAJD,Raz,"""Coach Oleander's Class.""",
CAJD006FO,CAJD,Ford,Vandalizing camp property will result in immediate expulsion from the facility.,
CAJE000KI,CAJE,Kitty,Teeee Veee.,
CAJE003RA,CAJE,Raz,"Nah, that's not making the reception any better.",
CAJE004RA,CAJE,Raz,Finally! Everybody's gone and I can watch whatever I want!,
CAJE005RA,CAJE,Raz,It's empty!,
CAJE006RA,CAJE,Raz,I thought everyone was supposed to be up here watching TV!,
CAJE007RA,CAJE,Raz,I hope Agent Cruller knows where they are.,
CAJF000FO,CAJF,Ford,"On sale now in the main store, we have a special on Dream Fluffs. You hear me? Dream Fluffs. They're good for ya! Keep a pocketful of these for a quick boost of mental health!",
CAJF001FO,CAJF,Ford,"Having trouble finding those really deep, valuable arrowheads? Well, I've got a great deal on a slightly-used Dowsing Rod up here in the main store that will practically dig them up for you!",
CAJF002FO,CAJF,Ford,Mental cobwebs getting you down? I've got just the device up here in the main lodge store. Why don't you come on up and score yourself a Cobweb Duster before they're all sold out?,
CAJF003FO,CAJF,Ford,"Okay, call me crazy, but I have just got to sell more PSI Cores today. So yes, these prices are real, here at the camp store. PSI Cores are just that cheap today!",
CAJF004FO,CAJF,Ford,Remember to keep filling up those Scavenger Hunt forms. We've got a couple of big promotions for the winner!,
CAJF005MI,CAJF,Milla,Hello children. I hope you are all having a happy and safe summer day here at Whispering Rock!,
CAJF006MI,CAJF,Milla,"I just wanted to tell you that we are having a party out here on the floating dock and I'd love for you all to come. It's Levitation training, baby! And it's fun, fun, fun!",
CAJF007MI,CAJF,Milla,Just grab a canoe and come join the party!,
CAJF008MI,CAJF,Milla,Don't be late! Levitation class has already begun!,
CAJF009MI,CAJF,Milla,Come on out to the floating dock before the party is over!,
CAJF010FO,CAJF,Ford,"Children, please remember not to pet or feed the animals at Whispering Rock.",
CAJF011FO,CAJF,Ford,"The Psitanium in the food chain has caused numerous psychic mutations, and the animals you encounter--especially at night--might be more dangerous than the kind you have back home.",
CAJG000RA,CAJG,Raz,"Hey, I need that for my Scavenger Hunt!",
CAJG001RA,CAJG,Raz,It looks like it's completely frozen in a big block of ice. ,
CAJG002RA,CAJG,Raz,Hm. Frozen solid.,
CAJH000RA,CAJH,Raz,The Coach's mental radio. This is how he was unknowingly broadcasting his dreams of world domination to me and Lili!,
CAJJ000RA,CAJJ,Raz,Squirrels aren't so smart.,
CAJJ001RA,CAJJ,Raz,"Hey, hold still. I'm going to read your squirrel brain.",
CAJJ002RA,CAJJ,Raz,"Why are you looking at, nut rat?",
CAJJ003RA,CAJJ,Raz,"Beat it, fluffy.",
CAJJ004RA,CAJJ,Raz,Ick. Probably has rabies.,
CAJJ005RA,CAJJ,Raz,Look out! Flying squirrel!,
CAJJ006RA,CAJJ,Raz,Sorry.,
CAJJ007RA,CAJJ,Raz,Whoops.,
CAJJ008RA,CAJJ,Raz,"Oh, man. I feel terrible about that.",
CAJJ009RA,CAJJ,Raz,My bad.,
CAJJ010RA,CAJJ,Raz,That was a total accident.,
CAJJ011RA,CAJJ,Raz,"Okay, that one, you had coming.",
CAJJ012RA,CAJJ,Raz,See you in hell!,
CAJJ013RA,CAJJ,Raz,I think its brain is too small for this door.,
CAJJ014RA,CAJJ,Raz,Don't be rude. Shake hands with my turtle.,
CAJK000RA,CAJK,Raz,"Here, birdie birdie!",
CAJK001RA,CAJK,Raz,"Here, pretty bird!",
CAJK002RA,CAJK,Raz,Why don't you come alight on my shoulder? Jerk.,
CAJL000RA,CAJL,Raz,"Hey, seagull. What's up?",
CAJL001RA,CAJL,Raz,"No offense, but you guys smell like garbage.",
CAJL002RA,CAJL,Raz,That a... dead fish you're eating there?,
CAJM000RA,CAJM,Raz,"Man, I hope the Admiral didn't see that.",
CAJN000RA,CAJN,Raz,The human mind.,
CAJN001RA,CAJN,Raz,"Six hundred miles of synaptic fiber, five and a half ounces of cranial fluid, fifteen hundred grams of complex neural matter...",
CAJN002RA,CAJN,Raz,A three pound pile of dreams.,
CAJN003RA,CAJN,Raz,But I'll tell you what it really is.,
CAJN004RA,CAJN,Raz,"It is the ultimate battlefield--and, the ultimate weapon.",
CAJN005RA,CAJN,Raz,"The wars of this modern age--The Psychic Age--are all fought somewhere between these damp, curvaceous undulations.",
CAJN006RA,CAJN,Raz,"From this day forward, you are all Psychic Soldiers.",
CAJN007RA,CAJN,Raz,Paranormal Paratroopers!,
CAJN008RA,CAJN,Raz,Mental Marines who are about to ship out on the adventure of their lives!,
CAJN009RA,CAJN,Raz,THIS IS OUR BEACHHEAD.,
CAJN010RA,CAJN,Raz,And this is your landing craft!,
CAJN011RA,CAJN,Raz,"You shall engage the enemy in his own mentality! You shall chase his dreams, you shall fight his demons, you shall live his nightmares!",
CAJN012RA,CAJN,Raz,"And those of you who fight well, you will find yourselves on the path to becoming international secret agents. In other words...",
CAJN013RA,CAJN,Raz,Psychonauts!,
CAJN014RA,CAJN,Raz,The rest of you... WILL DIE.,
CAJN015RA,CAJN,Raz,"Man, that guy was nuts.",
CAJO000RA,CAJO,Raz,This must be Agent Vodello's car.,
CAJO001RA,CAJO,Raz,Just as well. She would have killed me.,
CAJO002RA,CAJO,Raz,I wonder if the Coach has a little jet pack or something to help him get in and out of this thing.,
CAJO003RA,CAJO,Raz,"Well, I don't think that would have solved anything anyway.",
CAJO004RA,CAJO,Raz,"Man, this thing was old when they chopped it down. Let's see...",
CAJO005RA,CAJO,Raz,"""500 years ago: Enormous, Psitanium-bearing meteorite strikes the Earth, leaving a giant crater.""",
CAJO006RA,CAJO,Raz,"""200 years ago: Native inhabitants begin making arrowheads out of the Psitanium, which they call by the name 'Whispering Rock'. This is a rough English translation.""",
CAJO007RA,CAJO,Raz,"""100 Years Ago: Prospectors and settlers take over the area, naming their boom town, 'Shaky Claim.'""",
CAJO008RA,CAJO,Raz,"""99 Years Ago: First case of 'Paranormal Hysteria' diagnosed in Shaky Claim.""",
CAJO009RA,CAJO,Raz,"""75 Years Ago: Houston Thorney builds his Home for the Demented to deal with the insanity epidemic.""",
CAJO010RA,CAJO,Raz,"""60 Years Ago: More residents in Asylum than in the town. Houston Thorney commits suicide by leaping from tower.""",
CAJO011RA,CAJO,Raz,"""55 Years Ago: Asylum closes. Last valley residents paid to leave by the federal government, who flood the crater to prevent further habitation. Lake Oblongata is created.""",
CAJO012RA,CAJO,Raz,"""5 Years Ago: Whispering Rock Psychic Summer Camp founded to nurture and train future Psychonauts.""",
CAJO013RA,CAJO,Raz,"""Last Summer: I got to first base with Elka Doom, signed Nils Lutefisk.""",
CAJO014RA,CAJO,Raz,"That's in case you were thinking about getting back up again, tree!",
CAJO015RA,CAJO,Raz,They must have fireproofed this thing.,
CAJO016RA,CAJO,Raz,Man. Why don't they trust us kids?,
CAJO017RA,CAJO,Raz,The last thing I'd want to do is leave this place. ,
CAJO018RA,CAJO,Raz,Too much important stuff going on!,
CAJP000RA,CAJP,Raz,Oh no... Milla...,
CAJP001RA,CAJP,Raz,The Mental Minx...,
CAJQ000RA,CAJQ,Raz,Hi. What's the rush?,
CAJQ001EF,CAJQ,Elton,Basic Braining! I told you!,
CAJQ002CM,CAJQ,Clem,Woo-hoo! I just love to run!,
CAJQ003CF,CAJQ,Crystal,I can't wait to get to class!,
CAJQ004VE,CAJQ,Vernon,Don't want to be late. Coach has anger management issues.,
CAJQ005EL,CAJQ,Elka,"Um, some of us care about our education?",
CAJQ006CP,CAJQ,Chops,I don't want to get a bad seat.,
CAJQ007JT,CAJQ,J.T.,"Well, you know what they say about slow-rollin' tumbleweeds--",
CAJQ008EL,CAJQ,Elka,No time for chit-chat James. We're late for class!,
CAJR000EF,CAJR,Elton,You have a water phobia? Me too!,
CAJR001RA,CAJR,Raz,"Uh... no. Well, yes. I just... my family has this problem with water.",
CAJR002RA,CAJR,Raz,"It's a bunch of hooey anyway. Some old gypsy curse about how we're all supposed to die in water, if you can believe that.",
CAJR003EF,CAJR,Elton,"Oh, I thought it was about the whole thing with the brain-eating fish that walks out of the lake at night to hunt for victims.",
CAJR004EF,CAJR,Elton,"Well, see ya!",
CAJR005EF,CAJR,Elton,"Um, hey, Raz... I saw you and Lili talking in the Coach's class, and I was wondering",
CAJR006EF,CAJR,Elton,"Were you asking her to... ""go"" with you?",
CAJR007RA,CAJR,Raz,WHAT? No! I'm here to train. No distractions.,
CAJR008EF,CAJR,Elton,Excellent! Bye!,
CAJS000RA,CAJS,Raz,Coach Oleander? I'm reporting for Basic Braining.,
CAJS001CO,CAJS,Coach,"Son, do you realize that to take my course I will have to pull you into my mind...",
CAJS002CO,CAJS,Coach,And you will have to relive every bullet-scarred memory of every battle I have ever faced?,
CAJS003CO,CAJS,Coach,It won't be pretty.,
CAJS004CO,CAJS,Coach,Are you sure you wouldn't rather run around a bit more in the sunshine first?,
CAJS005RA,CAJS,Raz,"I'm ready, sir.",
CAJS006CO,CAJS,Coach,Well then...,
CAJS007RA,CAJS,Raz,"Well, maybe I will explore a bit more before, just so I'm prepared for class.",
CAJS008CO,CAJS,Coach,"No, hurry. No hurry. Enjoy your childhood before it's ripped away from you, son.",
CAJT000RA,CAJT,Raz,Rrrr!,
CAJT001RA,CAJT,Raz,"Man, it's wedged into that little geyser!",
CAJT002RA,CAJT,Raz,Nope. Still won't budge.,
CAZG000TO,CAZG,System,"Raz is holding an object in his hand. To use a handheld object with someone, walk up to them and press /YButton/.",
CAZF002TO,CAZF,System,Press /YButton/ to show button to Oleander.,
CAZG001TO,CAZG,System,Raz has stowed the item in his backpack. Press /DPadLeft/ to see what's in Raz's backpack. Press /DPadRight/ to see what psychic Merit Badges he has.,
CAZF003TO,CAZF,System,Press /YButton/ to talk.,
CAJY000FO,CAJY,Ford,"Sorry, can't get by without a Basic Braining Merit Badge.",
CAJY001RA,CAJY,Raz,Got one!,
CAJY002FO,CAJY,Ford,"Oh... Well... How about a SCAVENGER HUNT LIST, eh smart guy?",
CAJY003RA,CAJY,Raz,Oh man. Where am I going to get one of those?,
CAJY004FO,CAJY,Ford,Right here!,
CAJY005FO,CAJY,Ford,Can't do the Scavenger Hunt without a list.,
CAJY007RA,CAJY,Raz,So where do I-- ,
CAJY008RA,CAJY,Raz,"Hey, where'd he go?",
CAJY009RA,CAJY,Raz,How does that old guy get around so fast?,
CAZG002TO,CAZG,System,"Hey, you've finished half of the Scavenger Hunt, so you've qualified for the first half of your prize! Go see Ranger Ford for your big promotion!",
CAJY011RA,CAJY,Raz,"Hey, check it out. I'm halfway done with the Scavenger Hunt.",
CAJY012FO,CAJY,Ford,Holy smokes. Look at that. ,
CAJY013FO,CAJY,Ford,"Well, then, here's the first half of your reward!",
CAJY014FO,CAJY,Ford,Now don't be lazy! Finish that list! Git!,
CAJY016RA,CAJY,Raz,"Scavenger Hunt, complete. I am awesome.",
CAJY017FO,CAJY,Ford,Great Odin's Rake!,
CAJY018FO,CAJY,Ford,I don't think anyone's ever done the whole thing before!,
CAJY019FO,CAJY,Ford,"Well, hold still. This might hurt.",
CAJY020RA,CAJY,Raz,That felt good.,
CAJY021FO,CAJY,Ford,Congratulations. Now git.,
CAJZ000FO,CAJZ,Ford,Hm. You finally made it.,
CAJZ001RA,CAJZ,Raz,"It's an honor to finally meet you in person, sir.",
CAJZ002RA,CAJZ,Raz,"I thought I recognized you in my dream, but I couldn't be sure. Now that I see you in your element, there's no doubt.",
CAJZ003RA,CAJZ,Raz,You're Ford Cruller.,
CAJZ004RA,CAJZ,Raz,The greatest leader the Psychonauts ever had.,
CAJZ005FO,CAJZ,Ford,"Well, you shouldn't believe everything you read in ""True Psychic Tales"" magazine.",
CAKA000FO,CAKA,Ford,"What are you doing here? You said that girl was waiting for you down by the water! That's Lungfish territory, boy! Go and get her!",
CAKB000FO,CAKB,Ford,"Razputin, come up here. There's something you should see.",
CAKC000FO,CAKC,Ford,"You're the only one left, son.",
CAKC001FO,CAKC,Ford,Can't even make a connection with Sasha or Milla right now for some reason...,
CAKC002RA,CAKC,Raz,Sasha said he had some official Psychonauts business...,
CAKC003FO,CAKC,Ford,"Impossible. I would know it if they did. Nope, something's happened to them.",
CAKC004FO,CAKC,Ford,"Razputin, listen. You're the only one who can stop Oleander now.",
CAKC005RA,CAKC,Raz,What about you? ,
CAKC006FO,CAKC,Ford,"I... I can't leave this cave, Razputin. ",
CAKC007FO,CAKC,Ford,Not as the Ford Cruller you know.,
CAKC008RA,CAKC,Raz,What? Why?,
CAKC009FO,CAKC,Ford,Years ago I was in a terrible psychic duel that left me barely alive.,
CAKC010RA,CAKC,Raz,"Yeah, I read about that. They said your psyche was shattered, that you lost your mind, but... you seem fine to me.",
CAKC011FO,CAKC,Ford,"Yes, when I'm down here, near the Psitanium mother lode. The concentrated power of the Psitanium pulls my thoughts together, keeps me... like my old self.",
CAKC012FO,CAKC,Ford,"But if I leave this sanctuary my psyche becomes disjointed, and I fall into one of my other personalities, with no memory of who I really am.",
CAKC013FO,CAKC,Ford,"I'd be no use to you, unless you needed something raked... or mopped... ",
CAKC014RA,CAKC,Raz,"Well, you can call headquarters and get help!",
CAKC015FO,CAKC,Ford,The Psychonauts won't listen to me. They wrote me off as a loon years ago. That's why Sasha and Milla have to take on all my missions. Headquarters doesn't know I'm the one behind the assignments or they'd never get approved.,
CAKC016FO,CAKC,Ford,But Sasha and Milla seem to be out of commission now.,
CAKC017FO,CAKC,Ford,"YOU have to be my field agent, Razputin. ",
CAKC018FO,CAKC,Ford,Are you ready?,
CAKC019RA,CAKC,Raz,Yes!,
CAKC020RA,CAKC,Raz,No. Not yet.,
CAKC021FO,CAKC,Ford,How about now?,
CAKC022FO,CAKC,Ford,Good. ,
CAKC023FO,CAKC,Ford,"You have to find where that monster took the girl, and if you locate any of the other children's brains along the way, bring them back to me for recranialization, understand?",
CAKC024RA,CAKC,Raz,"Ew. I mean, yes sir!",
CAKD000RA,CAKD,Raz,Agent Cruller?,
CAKD001FO,CAKD,Ford,"So, how goes the training?",
CAKD002FO,CAKD,Ford,What is the current situation?,
CAKE000RA,CAKE,Raz,I'm ready to go back into the field.,
CAKE001FO,CAKE,Ford,"Hey, you wandered off, so I lost the coordinates. What do you think? I got a photographic memory?",
CAKE002FO,CAKE,Ford,"Okay, let's see if I remember exactly where you were...",
CAKE003RA,CAKE,Raz,What are you doing here at Whispering Rock?,
CAKE004FO,CAKE,Ford,This training facility is built right smack on top of the largest Psitanium deposit known to man. ,
CAKE005FO,CAKE,Ford,"It runs under this whole valley and makes this a very critical area for the Psychonauts, so I'm here to look after it.",
CAKE006FO,CAKE,Ford,And to make sure you little spoonbenders don't kill each other.,
CAKE007RA,CAKE,Raz,What's Psitanium?,
CAKE008FO,CAKE,Ford,"Psitanium is a very rare, psychoreactive mineral that crashed here on a meteorite hundreds of years ago.",
CAKE009FO,CAKE,Ford,"It responds to psychic waves. Focuses them, amplifies them.",
CAKE010FO,CAKE,Ford,"It can make psychics more psychic, but it can also make unstable people more unstable. Not everyone can handle that much activity in that part of their brain. It can drive them completely out of their gourd.",
CAKE011FO,CAKE,Ford,Gives this valley an interesting history.,
CAKE012RA,CAKE,Raz,Sasha says I need to learn how to fight better.,
CAKE013FO,CAKE,Ford,He wants to teach you advanced combat? On your first day?,
CAKE014RA,CAKE,Raz,Yeah. I had a vision with a huge monster with yellow eyes and a big mouth full of gnashing teeth...,
CAKE015FO,CAKE,Ford,Did it happen to... spit anything at you?,
CAKE016RA,CAKE,Raz,Yeah. I think it was like an old diving helmet or something.,
CAKE017FO,CAKE,Ford,"I see. Hmm. Yes, well, we'd better get you armed.",
CAKE018RA,CAKE,Raz,Why? What's happening?,
CAKE019FO,CAKE,Ford,"Nothing, nothing. ""Prepare Your Mind."" That's the motto of the Psychonauts.  Here.",
CAKE020FO,CAKE,Ford,This is a Marksmanship Learner's Permit. It will only work when you're in Sasha's mind.,
CAKE021FO,CAKE,Ford,"Once you complete his shooting range, you'll get the real merit badge and you can PSI Blast anywhere you want.",
CAKE022RA,CAKE,Raz,Thanks. PSI Blast?,
CAKE023FO,CAKE,Ford,"Ah, you'll find out. Now get going. We can't have the camp overrun with big-eyed, garbage-spitting monsters, can we?",
CAKE024RA,CAKE,Raz,No sir!,
CAKE025RA,CAKE,Raz,I saw you raking leaves. Was that a disguise?,
CAKE026RA,CAKE,Raz,...and flipping burgers...,
CAKE027RA,CAKE,Raz,...and polishing a canoe...,
CAKE028RA,CAKE,Raz,...and sweeping a porch...,
CAKE029FO,CAKE,Ford,"Er, yes. Well, well, I have many disguises. It helps me keep an eye on you kids wherever you go. Heh heh.",
CAKE030FO,CAKE,Ford,"Now, when I'm in disguise, I may pretend not to recognize you. Don't blow my cover, okay?",
CAKE031RA,CAKE,Raz,Say no more. Your secret identity is safe with me.,
CAKE032RA,CAKE,Raz,So what mission are you on down here?,
CAKE033FO,CAKE,Ford,"Well, from here I can monitor world events, look for signs of psychic terrorism, ripples in the astral plane...",
CAKE034RA,CAKE,Raz,"And then fly out and save the day, right? You've got a jet hidden here somewhere, I'll bet.",
CAKE035FO,CAKE,Ford,Well these days I'm really just more of a dispatcher. I spot the trouble and send out a... younger agent. Like Milla or Sasha... or maybe you some day.,
CAKE036RA,CAKE,Raz,What does all this equipment do?,
CAKE037FO,CAKE,Ford,"Well, up here it's all intel. ",
CAKE038FO,CAKE,Ford,Down that hallway is the observation room. No tests going on in there right now. Maybe later.,
CAKE039FO,CAKE,Ford,And beneath us I have special machines for rebuilding PSI Challenge Markers and detangling Mental Cobwebs. ,
CAKE040FO,CAKE,Ford,"And beneath us I have special machines for rebuilding PSI Challenge Markers, detangling Mental Cobwebs, and crystallizing DEPLETED PSITANIUM.",
CAKE041FO,CAKE,Ford,You should go familiarize yourself with those. They'll come in pretty handy for you.,
CAKE042RA,CAKE,Raz,I'd better go. Lots of work to do.,
CAKE043FO,CAKE,Ford,"Good luck, Razputin!",
CAKF000RA,CAKF,Raz,Thanks. I'll need it!,
CAKF001FO,CAKF,Ford,Don't worry. I'll be right here with you. Inside your head!,
CAKF002RA,CAKF,Raz,My head?,
CAKF003FO,CAKF,Ford,"Yep. I want to keep my eye on you, son. So I'm going to be a psychic stowaway inside your noggin!",
CAKF004FO,CAKF,Ford,"If you ever want to make me appear, you can do it with this special device.",
CAKF005RA,CAKF,Raz,Is that... a piece of bacon?,
CAKF006FO,CAKF,Ford,Ohh yeah. I just love bacon. I smell that stuff and I can't help it! I drop everything and I come running!,
CAKF007RA,CAKF,Raz,"Okay, do you have, like, a little baggie or something I could put this in?",
CAKF008FO,CAKF,Ford,You get a move on or I'll eat that right here!,
CAKG000FO,CAKG,Ford,"Hey, that white room--",
CAKG001RA,CAKG,Raz,I know! It's from Oleander's mind!,
CAKG002RA,CAKG,Raz,"I think I was in the Coach's dream that whole time! Ever since I stepped through the static in the caravan, it felt funny. I knew I wasn't obsessed with meat!",
CAKG003FO,CAKG,Ford,"But Morry is. AND with stealing psychic brains to arm a fleet of deadly tanks, apparently!",
CAKG004RA,CAKG,Raz,I've got to tell Lili. She's waiting for me down by the boathouse.,
CAKG005FO,CAKG,Ford,Down by the... water? Uh oh. Better hurry!,
CAKH000FO,CAKH,Ford,Let's get 'em!,
CAKH001RA,CAKH,Raz,I... can't. I can't swim.,
CAKH002FO,CAKH,Ford,"Well then use the bathysphere at the end of the dock! Quick, while the flipper prints are still glowin'!",
CAKH003RA,CAKH,Raz,Are you coming? I don't know how to drive that thing.,
CAKH004FO,CAKH,Ford,"Uh... I can't. I have to uh.. check on the other children! Yes, yes! If their brains are out they'll need supervision. And possibly refrigeration",
CAKH005FO,CAKH,Ford,And how can you not know how to operate a bathysphere? Haven't you ever been to summer camp before?,
CAKH006FO,CAKH,Ford,"Now get a move on, before that girl gets overly digested.",
CAKI000FO,CAKI,Ford,"Now before you go electrocuting yourself, let me tell you how these babies work.",
CAKI001FO,CAKI,Ford,Now this beauty here is a Mental Cobweb Detangler.,
CAKI002RA,CAKI,Raz,"Ooh, I know what those are. Mental cobwebs are--",
CAKI003FO,CAKI,Ford,"You see, when an area of your psyche is neglected for too long, mental cobwebs form. ",
CAKI004FO,CAKI,Ford,"Now up in the camp store, they sell a very special device known as a Mental Cobweb Duster.",
CAKI005FO,CAKI,Ford,You can take a projection of it into the mental world with you and use it to extract any cobwebs you find.  ,
CAKI006FO,CAKI,Ford,"The duster stores the cobweb's psychic energy on the real world side, so you can take what you collect back here...",
CAKI007FO,CAKI,Ford,"...hook it up to the loom, and weave that tangled mess into something useful!",
CAKI008FO,CAKI,Ford,Like a card from a PSI Challenge Marker!,
CAKI009FO,CAKI,Ford,Which brings us to this fella over here.,
CAKI010FO,CAKI,Ford,"You put NINE PSI CARDS into this guy, along with one PSI CORE--",
CAKI011FO,CAKI,Ford,(Also sold in the company store for a nominal fee.),
CAKI012FO,CAKI,Ford,"And it will kick out a bona fide PSI Challenge Marker, which will earn you a promotion to a higher rank.",
CAKI013FO,CAKI,Ford,"Rank up enough, you'll earn new Psychic abilities!",
CAKI014FO,CAKI,Ford,You got it?,
CAKI015RA,CAKI,Raz,Put my mental cobwebs in there...,
CAKI016RA,CAKI,Raz,...and my PSI Cards and Cores in there.,
CAKI017RA,CAKI,Raz,And soon I'll be able to burn stuff.,
CAKI018FO,CAKI,Ford,"Yep, basically. Have fun!",
CAKJ000FO,CAKJ,Ford,"Son, I will teleport you deep into that solid rock over there, you don't knock that off.",
CAKJ001FO,CAKJ,Ford,Now why did I give him that dang learner's permit?,
CAKJ002FO,CAKJ,Ford,I didn't train you in that so you could set me on fire. Now knock it off!,
CAKJ003FO,CAKJ,Ford,Very nice. Now set me down easy and go pick up something that won't blow up your head if you make it mad.,
CAKJ004FO,CAKJ,Ford,"Hey, not bad! If you didn't eat so much garlic I wouldn't even know you were here!",
CAKJ005FO,CAKJ,Ford,"Ahh, what? No, I--I have to flip... the burgers. No, m--mop the--the... the rake. Uh--ahh! My canoes!",
CAKJ006FO,CAKJ,Ford,Oh no. The attacks are starting even in here! Have to get a bigger Psitanium boulder under the glass...,
CAKJ007RA,CAKJ,Raz,"Hey, Sasha gave me this button and told me to come see him for special training.",
CAKJ008FO,CAKJ,Ford,In what? Sewing? Hahaha!,
CAKJ009FO,CAKJ,Ford,"Well I'm glad to see you made some new friends, after all your old ones got their brains sucked out.",
CAKK000RA,CAKK,Raz,Ford said that I can use this machine to turn pine needles into delicious taffy.,
CAKK001FO,CAKK,Ford,I said it turns Mental Cobwebs into PSI Cards!,
CAKK002RA,CAKK,Raz,Just testing your hearing!,
